id,labels,properties
133,[InternationalCooperation],"{description: Bộ Giáo dục Đài Loan, đơn vị cung cấp học bổng Cử nhân hệ chính quy và hệ vừa học vừa làm cho sinh viên Trường Đại học Sài Gòn du học tại Đài Loan., name: Bộ Giáo dục Đài Loan}"
134,[Program],"{description: Chương trình học bổng của Bộ Giáo dục Đài Loan và các trường Đại học tại Đài Loan dành cho sinh viên Trường Đại học Sài Gòn. Bao gồm học bổng Cử nhân hệ chính quy, vừa học vừa làm các khối ngành Kinh tế, Thương mại, Thực phẩm, Dịch vụ, Công nghệ Thông tin, Kỹ thuật. Hỗ trợ miễn giảm học phí, phí ký túc xá, thực tập có lương và hỗ trợ tìm việc làm sau tốt nghiệp., name: Học bổng Bộ Giáo dục Đài Loan}"
135,[InternationalCooperation],"{description: Đại học Huddersfiled (Vương quốc Anh), đối tác hợp tác với Trường Đại học Sài Gòn trong việc xây dựng chương trình chuyển tiếp và liên kết đào tạo Thạc sĩ., name: Đại học Huddersfiled}"
136,[Program],"{description: Chương trình hợp tác chuyển tiếp giữa Trường Đại học Sài Gòn và Đại học Huddersfiled (Vương quốc Anh) cho các ngành Công nghệ thông tin, Ngôn ngữ Anh, Sư phạm Anh, Quản trị kinh doanh, Tài chính - Ngân hàng., name: Chương trình chuyển tiếp (Đại học Huddersfiled)}"
137,[Program],"{description: Chương trình liên kết đào tạo Thạc sĩ Giảng dạy tiếng Anh (Master of TESOL) dự kiến triển khai giữa Trường Đại học Sài Gòn và Đại học Huddersfiled (Vương quốc Anh)., name: Chương trình Thạc sĩ Giảng dạy tiếng Anh (TESOL - Đại học Huddersfiled)}"
138,[Research],"{description: Hoạt động khoa học và nghiên cứu do Trường Đại học Sài Gòn phối hợp với Bộ Khoa học và Công nghệ, Bộ Giáo dục và Đào tạo Việt Nam, các trường Đại học, các tổ chức quốc tế tổ chức, thu hút sự tham gia của nhiều nhà khoa học, nhà quản lý trong và ngoài nước., name: Diễn đàn giáo dục đại học, khoa học và nghiên cứu}"
139,[Research],"{description: Hoạt động nghiên cứu khoa học dành cho sinh viên Trường Đại học Sài Gòn, thực hiện trong 06-09 tháng dưới sự hướng dẫn của giảng viên. Điều kiện tham gia: kết quả học tập từ trung bình trở lên (khá cho chủ nhiệm), không bị kỷ luật, không có đề tài bị hủy/không đạt năm trước. Quyền lợi: hỗ trợ kinh phí, cộng điểm rèn luyện, cấp giấy chứng nhận, xét thưởng (Euréka, Bộ GD&ĐT, cấp trường), ưu tiên xét học bổng., name: Đề tài Nghiên cứu khoa học sinh viên cấp cơ sở}"
140,[Student],"{description: Toàn thể sinh viên đang theo học tại Trường Đại học Sài Gòn, có cơ hội tham gia các hoạt động nghiên cứu khoa học và nhận các hỗ trợ, quyền lợi liên quan., name: Sinh viên Đại học Sài Gòn}"
141,[Faculty],"{description: Đội ngũ giảng viên của Trường Đại học Sài Gòn, tham gia hướng dẫn sinh viên trong các hoạt động nghiên cứu khoa học., name: Giảng viên Đại học Sài Gòn}"
142,[Research],"{description: Hoạt động công bố kết quả nghiên cứu của sinh viên Trường Đại học Sài Gòn thông qua bài báo trên tạp chí chuyên ngành (trong nước, quốc tế) hoặc báo cáo tại hội thảo/hội nghị cấp quốc gia, quốc tế. Sản phẩm được công bố (tính điểm khoa học theo danh mục Hội đồng Giáo sư Nhà nước) nộp về Phòng Quản lý Khoa học sẽ được xét thưởng kinh phí và cộng điểm rèn luyện., name: Hoạt động xuất bản bài báo và báo cáo hội thảo của sinh viên}"
143,[Journal],"{description: Các ấn phẩm khoa học trong nước và quốc tế, bao gồm tạp chí chuyên ngành và kỷ yếu hội thảo/hội nghị, nơi sinh viên Trường Đại học Sài Gòn có thể công bố các bài báo và báo cáo khoa học của mình., name: Tạp chí chuyên ngành và Kỷ yếu Hội thảo}"
144,[Research],"{description: Văn bản quy định về việc quản lý các hoạt động Khoa học và Công nghệ tại Trường Đại học Sài Gòn, bao gồm cả hoạt động nghiên cứu khoa học của sinh viên (chi tiết tại Chương 7). Phòng Quản lý Khoa học và Trợ lý NCKH của Khoa là đầu mối thông tin., name: Quy chế quản lý hoạt động Khoa học và Công nghệ}"
145,[Journal],"{description: Tạp chí khoa học (Scientific Journal of Saigon University) do Trường Đại học Sài Gòn là cơ quan chủ quản. ISSN: 1859-3208. Giấy phép hoạt động số 22/GP-BTTTT (23/01/2015). Phục vụ cán bộ giảng dạy, nghiên cứu, quản lý, sinh viên. Mục đích: công bố kết quả nghiên cứu của ĐHSG, trao đổi kinh nghiệm giảng dạy/học tập, cầu nối giữa trường, cơ sở giáo dục, đào tạo và thực tiễn. Được Hội đồng Chức danh Giáo sư Nhà nước công nhận tính điểm 20 ngành khoa học. Website: http://sj.sgu.edu.vn/, Email: tcdhsg@sgu.edu.vn, Điện thoại: (028) 38 321 360., name: Tạp chí Khoa học Đại học Sài Gòn}"
146,[Department],"{description: Đơn vị chịu trách nhiệm biên tập và xuất bản Tạp chí Khoa học Đại học Sài Gòn. Trụ sở: Phòng C010, 273 An Dương Vương, Phường 3, Quận 5, TP. Hồ Chí Minh. Điện thoại: (028) 38 321 360, Email: tcdhsg@sgu.edu.vn., name: Ban Biên tập Tạp chí Khoa học Đại học Sài Gòn}"
147,[Research],"{description: Quy định về việc gửi và đăng bài báo khoa học trên Tạp chí Khoa học Đại học Sài Gòn. Bài viết phải là công trình mới, có giá trị, chưa công bố, viết bằng tiếng Việt hoặc Anh, tuân thủ định dạng (Word, <=12 trang, font, lề, trích dẫn IEEE/APA), cấu trúc (Tên bài, Tác giả, Tóm tắt, Từ khóa, Mở đầu, Nội dung, Kết luận, Chú thích, Tài liệu tham khảo), và quy trình phản biện. Gửi bài qua email tcdhsg@sgu.edu.vn hoặc trực tiếp., name: Quy định và thể lệ gửi bài Tạp chí Khoa học ĐHSG}"
